state,age_group_simple,censored,state_duration,count
home,0-50,FALSE,1,1
home,0-50,FALSE,3,3
home,0-50,FALSE,4,8
home,0-50,FALSE,5,6
home,0-50,FALSE,6,4
home,0-50,FALSE,7,1
home,0-50,FALSE,8,17
home,0-50,FALSE,9,2
home,0-50,FALSE,10,9
home,0-50,FALSE,11,9
home,0-50,FALSE,12,17
home,0-50,FALSE,13,17
home,0-50,FALSE,14,192
home,0-50,FALSE,15,69
home,0-50,FALSE,16,40
home,0-50,FALSE,17,29
home,0-50,FALSE,18,22
home,0-50,FALSE,19,12
home,0-50,FALSE,20,11
home,0-50,FALSE,21,2
home,0-50,FALSE,22,8
home,0-50,FALSE,23,3
home,0-50,FALSE,25,1
home,0-50,FALSE,26,1
home,0-50,FALSE,27,2
home,51+,FALSE,1,12
home,51+,FALSE,2,6
home,51+,FALSE,3,5
home,51+,FALSE,4,3
home,51+,FALSE,5,6
home,51+,FALSE,6,5
home,51+,FALSE,7,3
home,51+,FALSE,8,8
home,51+,FALSE,9,3
home,51+,FALSE,10,2
home,51+,FALSE,11,4
home,51+,FALSE,12,5
home,51+,FALSE,13,8
home,51+,FALSE,14,65
home,51+,FALSE,15,18
home,51+,FALSE,16,18
home,51+,FALSE,17,18
home,51+,FALSE,18,9
home,51+,FALSE,19,6
home,51+,FALSE,20,16
home,51+,FALSE,21,1
home,51+,FALSE,22,2
home,51+,FALSE,23,3
home,51+,FALSE,24,2
home,51+,FALSE,25,1
home,51+,FALSE,26,1
home,51+,FALSE,32,1
home,0-50,TRUE,2,17
home,0-50,TRUE,3,21
home,0-50,TRUE,4,14
home,0-50,TRUE,5,56
home,0-50,TRUE,6,56
home,0-50,TRUE,7,60
home,0-50,TRUE,8,59
home,0-50,TRUE,9,48
home,0-50,TRUE,10,49
home,0-50,TRUE,11,35
home,0-50,TRUE,12,69
home,0-50,TRUE,13,59
home,0-50,TRUE,14,36
home,0-50,TRUE,15,20
home,0-50,TRUE,16,20
home,0-50,TRUE,17,10
home,0-50,TRUE,18,5
home,0-50,TRUE,19,16
home,0-50,TRUE,20,6
home,0-50,TRUE,21,3
home,0-50,TRUE,22,11
home,0-50,TRUE,23,1
home,0-50,TRUE,24,1
home,0-50,TRUE,25,2
home,51+,TRUE,2,11
home,51+,TRUE,3,9
home,51+,TRUE,4,11
home,51+,TRUE,5,30
home,51+,TRUE,6,21
home,51+,TRUE,7,12
home,51+,TRUE,8,23
home,51+,TRUE,9,20
home,51+,TRUE,10,11
home,51+,TRUE,11,10
home,51+,TRUE,12,29
home,51+,TRUE,13,30
home,51+,TRUE,14,24
home,51+,TRUE,15,8
home,51+,TRUE,16,10
home,51+,TRUE,17,8
home,51+,TRUE,18,3
home,51+,TRUE,19,4
home,51+,TRUE,20,6
home,51+,TRUE,21,1
home,51+,TRUE,22,4
home,51+,TRUE,23,1
home,51+,TRUE,25,2
inpatient_ward,0-50,FALSE,1,4
inpatient_ward,0-50,FALSE,2,1
inpatient_ward,0-50,FALSE,3,2
inpatient_ward,0-50,FALSE,4,2
inpatient_ward,0-50,FALSE,5,2
inpatient_ward,51+,FALSE,1,12
inpatient_ward,51+,FALSE,2,5
inpatient_ward,51+,FALSE,3,11
inpatient_ward,51+,FALSE,4,4
inpatient_ward,51+,FALSE,5,3
inpatient_ward,51+,FALSE,6,2
inpatient_ward,51+,FALSE,7,2
inpatient_ward,51+,FALSE,8,2
inpatient_ward,51+,TRUE,2,2
inpatient_ward,51+,TRUE,4,1
inpatient_ward,51+,TRUE,5,1
inpatient_ward,51+,TRUE,6,1
inpatient_ward,51+,TRUE,7,1
inpatient_ward,51+,TRUE,8,3
inpatient_ward,51+,TRUE,9,1
inpatient_ward,51+,TRUE,10,8
inpatient_ward,51+,TRUE,11,2
inpatient_ward,51+,TRUE,13,1
inpatient_ward,51+,TRUE,14,1
inpatient_ward,51+,TRUE,15,1
inpatient_ward,51+,TRUE,17,1
intensive_care_unit,0-50,FALSE,2,1
intensive_care_unit,51+,FALSE,1,4
intensive_care_unit,51+,FALSE,3,2
intensive_care_unit,51+,FALSE,4,1
intensive_care_unit,51+,FALSE,7,2
intensive_care_unit,51+,FALSE,11,1
intensive_care_unit,0-50,TRUE,9,1
intensive_care_unit,51+,TRUE,2,1
intensive_care_unit,51+,TRUE,3,1
intensive_care_unit,51+,TRUE,7,1
intensive_care_unit,51+,TRUE,9,1
intensive_care_unit,51+,TRUE,11,1
intensive_care_unit,51+,TRUE,13,2
intensive_care_unit,51+,TRUE,14,1
intensive_care_unit,51+,TRUE,15,1
