state,splitting_variable,censored,state_duration,count
home,age_0-50,FALSE,1,1
home,age_0-50,FALSE,2,1
home,age_0-50,FALSE,3,2
home,age_0-50,FALSE,4,8
home,age_0-50,FALSE,5,4
home,age_0-50,FALSE,6,2
home,age_0-50,FALSE,7,3
home,age_0-50,FALSE,8,20
home,age_0-50,FALSE,9,6
home,age_0-50,FALSE,10,14
home,age_0-50,FALSE,11,12
home,age_0-50,FALSE,12,26
home,age_0-50,FALSE,13,49
home,age_0-50,FALSE,14,429
home,age_0-50,FALSE,15,139
home,age_0-50,FALSE,16,82
home,age_0-50,FALSE,17,75
home,age_0-50,FALSE,18,47
home,age_0-50,FALSE,19,28
home,age_0-50,FALSE,20,38
home,age_0-50,FALSE,21,21
home,age_0-50,FALSE,22,22
home,age_0-50,FALSE,23,9
home,age_0-50,FALSE,24,14
home,age_0-50,FALSE,25,5
home,age_0-50,FALSE,26,6
home,age_0-50,FALSE,27,7
home,age_0-50,FALSE,28,4
home,age_0-50,FALSE,29,5
home,age_0-50,FALSE,30,1
home,age_0-50,FALSE,31,1
home,age_0-50,FALSE,32,2
home,age_0-50,FALSE,33,1
home,age_51+,FALSE,1,9
home,age_51+,FALSE,2,6
home,age_51+,FALSE,3,8
home,age_51+,FALSE,4,6
home,age_51+,FALSE,5,5
home,age_51+,FALSE,6,4
home,age_51+,FALSE,7,9
home,age_51+,FALSE,8,11
home,age_51+,FALSE,9,3
home,age_51+,FALSE,10,6
home,age_51+,FALSE,11,11
home,age_51+,FALSE,12,10
home,age_51+,FALSE,13,18
home,age_51+,FALSE,14,141
home,age_51+,FALSE,15,39
home,age_51+,FALSE,16,36
home,age_51+,FALSE,17,37
home,age_51+,FALSE,18,25
home,age_51+,FALSE,19,21
home,age_51+,FALSE,20,23
home,age_51+,FALSE,21,10
home,age_51+,FALSE,22,7
home,age_51+,FALSE,23,9
home,age_51+,FALSE,24,4
home,age_51+,FALSE,25,4
home,age_51+,FALSE,26,6
home,age_51+,FALSE,27,4
home,age_51+,FALSE,28,2
home,age_51+,FALSE,29,4
home,age_51+,FALSE,31,2
home,age_51+,FALSE,32,1
home,age_51+,FALSE,34,2
home,age_0-50,TRUE,2,3
home,age_0-50,TRUE,3,2
home,age_0-50,TRUE,4,2
home,age_0-50,TRUE,5,9
home,age_0-50,TRUE,6,3
home,age_0-50,TRUE,7,10
home,age_0-50,TRUE,8,10
home,age_0-50,TRUE,9,3
home,age_0-50,TRUE,10,9
home,age_0-50,TRUE,11,7
home,age_0-50,TRUE,12,9
home,age_0-50,TRUE,13,4
home,age_0-50,TRUE,14,18
home,age_0-50,TRUE,15,7
home,age_0-50,TRUE,16,6
home,age_0-50,TRUE,17,5
home,age_0-50,TRUE,18,3
home,age_0-50,TRUE,19,15
home,age_0-50,TRUE,20,12
home,age_0-50,TRUE,21,9
home,age_0-50,TRUE,22,6
home,age_0-50,TRUE,23,3
home,age_0-50,TRUE,24,7
home,age_0-50,TRUE,25,7
home,age_0-50,TRUE,26,5
home,age_0-50,TRUE,27,10
home,age_0-50,TRUE,28,3
home,age_0-50,TRUE,29,4
home,age_0-50,TRUE,30,4
home,age_0-50,TRUE,31,2
home,age_0-50,TRUE,32,2
home,age_0-50,TRUE,33,2
home,age_0-50,TRUE,34,1
home,age_0-50,TRUE,41,1
home,age_51+,TRUE,1,3
home,age_51+,TRUE,2,3
home,age_51+,TRUE,3,2
home,age_51+,TRUE,4,2
home,age_51+,TRUE,5,6
home,age_51+,TRUE,6,3
home,age_51+,TRUE,7,4
home,age_51+,TRUE,8,8
home,age_51+,TRUE,9,1
home,age_51+,TRUE,10,2
home,age_51+,TRUE,11,2
home,age_51+,TRUE,12,1
home,age_51+,TRUE,13,6
home,age_51+,TRUE,14,8
home,age_51+,TRUE,15,4
home,age_51+,TRUE,16,9
home,age_51+,TRUE,17,3
home,age_51+,TRUE,18,3
home,age_51+,TRUE,19,6
home,age_51+,TRUE,20,2
home,age_51+,TRUE,21,2
home,age_51+,TRUE,22,5
home,age_51+,TRUE,23,2
home,age_51+,TRUE,24,2
home,age_51+,TRUE,25,2
home,age_51+,TRUE,26,1
home,age_51+,TRUE,27,1
home,age_51+,TRUE,28,5
home,age_51+,TRUE,30,3
home,age_51+,TRUE,31,2
home,age_51+,TRUE,33,1
home,age_51+,TRUE,35,1
home,age_51+,TRUE,37,1
inpatient_ward,age_0-50,FALSE,1,4
inpatient_ward,age_0-50,FALSE,2,2
inpatient_ward,age_0-50,FALSE,3,3
inpatient_ward,age_0-50,FALSE,4,2
inpatient_ward,age_0-50,FALSE,5,2
inpatient_ward,age_0-50,FALSE,8,1
inpatient_ward,age_51+,FALSE,1,15
inpatient_ward,age_51+,FALSE,2,8
inpatient_ward,age_51+,FALSE,3,14
inpatient_ward,age_51+,FALSE,4,6
inpatient_ward,age_51+,FALSE,5,7
inpatient_ward,age_51+,FALSE,6,4
inpatient_ward,age_51+,FALSE,7,4
inpatient_ward,age_51+,FALSE,8,5
inpatient_ward,age_51+,FALSE,9,3
inpatient_ward,age_51+,FALSE,11,4
inpatient_ward,age_51+,FALSE,12,1
inpatient_ward,age_51+,FALSE,14,3
inpatient_ward,age_51+,FALSE,15,1
inpatient_ward,age_51+,FALSE,16,1
inpatient_ward,age_51+,FALSE,17,1
inpatient_ward,age_51+,FALSE,19,1
inpatient_ward,age_51+,FALSE,20,1
inpatient_ward,age_51+,FALSE,22,1
inpatient_ward,age_51+,FALSE,23,1
inpatient_ward,age_51+,FALSE,27,1
inpatient_ward,age_0-50,TRUE,4,1
inpatient_ward,age_51+,TRUE,6,2
inpatient_ward,age_51+,TRUE,7,2
inpatient_ward,age_51+,TRUE,9,1
inpatient_ward,age_51+,TRUE,11,1
inpatient_ward,age_51+,TRUE,13,1
inpatient_ward,age_51+,TRUE,23,2
inpatient_ward,age_51+,TRUE,25,3
intensive_care_unit,age_0-50,FALSE,2,1
intensive_care_unit,age_0-50,FALSE,10,1
intensive_care_unit,age_51+,FALSE,1,5
intensive_care_unit,age_51+,FALSE,2,1
intensive_care_unit,age_51+,FALSE,3,2
intensive_care_unit,age_51+,FALSE,4,1
intensive_care_unit,age_51+,FALSE,5,1
intensive_care_unit,age_51+,FALSE,7,3
intensive_care_unit,age_51+,FALSE,8,1
intensive_care_unit,age_51+,FALSE,11,1
intensive_care_unit,age_51+,FALSE,13,1
intensive_care_unit,age_51+,FALSE,16,2
intensive_care_unit,age_51+,FALSE,18,1
intensive_care_unit,age_51+,FALSE,21,1
intensive_care_unit,age_51+,FALSE,22,1
intensive_care_unit,age_51+,TRUE,5,2
intensive_care_unit,age_51+,TRUE,16,1
intensive_care_unit,age_51+,TRUE,21,1
