state,splitting_variable,censored,state_duration,count
home-green,age_0-50,FALSE,1,30
home-green,age_0-50,FALSE,2,41
home-green,age_0-50,FALSE,3,31
home-green,age_0-50,FALSE,4,43
home-green,age_0-50,FALSE,5,32
home-green,age_0-50,FALSE,6,38
home-green,age_0-50,FALSE,7,46
home-green,age_0-50,FALSE,8,69
home-green,age_0-50,FALSE,9,52
home-green,age_0-50,FALSE,10,49
home-green,age_0-50,FALSE,11,35
home-green,age_0-50,FALSE,12,46
home-green,age_0-50,FALSE,13,64
home-green,age_0-50,FALSE,14,409
home-green,age_0-50,FALSE,15,125
home-green,age_0-50,FALSE,16,65
home-green,age_0-50,FALSE,17,58
home-green,age_0-50,FALSE,18,28
home-green,age_0-50,FALSE,19,17
home-green,age_0-50,FALSE,20,17
home-green,age_0-50,FALSE,21,12
home-green,age_0-50,FALSE,22,15
home-green,age_0-50,FALSE,23,4
home-green,age_0-50,FALSE,24,5
home-green,age_0-50,FALSE,25,4
home-green,age_0-50,FALSE,26,1
home-green,age_0-50,FALSE,27,3
home-green,age_0-50,FALSE,28,3
home-green,age_0-50,FALSE,29,2
home-green,age_0-50,FALSE,30,1
home-green,age_0-50,FALSE,33,1
home-green,age_51+,FALSE,1,24
home-green,age_51+,FALSE,2,30
home-green,age_51+,FALSE,3,26
home-green,age_51+,FALSE,4,28
home-green,age_51+,FALSE,5,31
home-green,age_51+,FALSE,6,27
home-green,age_51+,FALSE,7,33
home-green,age_51+,FALSE,8,23
home-green,age_51+,FALSE,9,23
home-green,age_51+,FALSE,10,32
home-green,age_51+,FALSE,11,24
home-green,age_51+,FALSE,12,22
home-green,age_51+,FALSE,13,25
home-green,age_51+,FALSE,14,110
home-green,age_51+,FALSE,15,39
home-green,age_51+,FALSE,16,30
home-green,age_51+,FALSE,17,26
home-green,age_51+,FALSE,18,12
home-green,age_51+,FALSE,19,15
home-green,age_51+,FALSE,20,11
home-green,age_51+,FALSE,21,3
home-green,age_51+,FALSE,22,2
home-green,age_51+,FALSE,23,5
home-green,age_51+,FALSE,24,2
home-green,age_51+,FALSE,26,3
home-green,age_51+,FALSE,27,1
home-green,age_51+,FALSE,31,1
home-green,age_51+,FALSE,35,1
home-green,age_0-50,TRUE,1,6
home-green,age_0-50,TRUE,2,2
home-green,age_0-50,TRUE,3,9
home-green,age_0-50,TRUE,4,10
home-green,age_0-50,TRUE,5,7
home-green,age_0-50,TRUE,6,15
home-green,age_0-50,TRUE,7,5
home-green,age_0-50,TRUE,8,15
home-green,age_0-50,TRUE,9,12
home-green,age_0-50,TRUE,10,4
home-green,age_0-50,TRUE,11,11
home-green,age_0-50,TRUE,12,14
home-green,age_0-50,TRUE,13,12
home-green,age_0-50,TRUE,14,3
home-green,age_0-50,TRUE,15,4
home-green,age_0-50,TRUE,16,3
home-green,age_0-50,TRUE,17,3
home-green,age_0-50,TRUE,18,3
home-green,age_0-50,TRUE,20,7
home-green,age_0-50,TRUE,21,7
home-green,age_0-50,TRUE,22,2
home-green,age_0-50,TRUE,23,3
home-green,age_0-50,TRUE,24,2
home-green,age_0-50,TRUE,25,1
home-green,age_0-50,TRUE,26,2
home-green,age_0-50,TRUE,27,2
home-green,age_0-50,TRUE,28,4
home-green,age_0-50,TRUE,29,1
home-green,age_0-50,TRUE,30,2
home-green,age_0-50,TRUE,31,1
home-green,age_0-50,TRUE,32,1
home-green,age_0-50,TRUE,33,1
home-green,age_0-50,TRUE,42,1
home-green,age_51+,TRUE,1,3
home-green,age_51+,TRUE,2,2
home-green,age_51+,TRUE,3,6
home-green,age_51+,TRUE,4,4
home-green,age_51+,TRUE,5,5
home-green,age_51+,TRUE,6,4
home-green,age_51+,TRUE,7,4
home-green,age_51+,TRUE,8,9
home-green,age_51+,TRUE,9,3
home-green,age_51+,TRUE,10,5
home-green,age_51+,TRUE,11,2
home-green,age_51+,TRUE,12,1
home-green,age_51+,TRUE,13,2
home-green,age_51+,TRUE,14,5
home-green,age_51+,TRUE,15,1
home-green,age_51+,TRUE,16,2
home-green,age_51+,TRUE,17,4
home-green,age_51+,TRUE,20,2
home-green,age_51+,TRUE,21,2
home-green,age_51+,TRUE,22,1
home-green,age_51+,TRUE,23,2
home-green,age_51+,TRUE,24,1
home-green,age_51+,TRUE,26,1
home-green,age_51+,TRUE,29,1
home-green,age_51+,TRUE,32,2
home-red,age_0-50,FALSE,1,93
home-red,age_0-50,FALSE,2,78
home-red,age_0-50,FALSE,3,59
home-red,age_0-50,FALSE,4,58
home-red,age_0-50,FALSE,5,46
home-red,age_0-50,FALSE,6,28
home-red,age_0-50,FALSE,7,19
home-red,age_0-50,FALSE,8,15
