state,splitting_variable,censored,state_duration,count
home,age_0-50,FALSE,1,1
home,age_0-50,FALSE,2,1
home,age_0-50,FALSE,3,2
home,age_0-50,FALSE,4,8
home,age_0-50,FALSE,5,4
home,age_0-50,FALSE,6,2
home,age_0-50,FALSE,7,3
home,age_0-50,FALSE,8,20
home,age_0-50,FALSE,9,6
home,age_0-50,FALSE,10,14
home,age_0-50,FALSE,11,11
home,age_0-50,FALSE,12,25
home,age_0-50,FALSE,13,48
home,age_0-50,FALSE,14,419
home,age_0-50,FALSE,15,136
home,age_0-50,FALSE,16,81
home,age_0-50,FALSE,17,75
home,age_0-50,FALSE,18,46
home,age_0-50,FALSE,19,27
home,age_0-50,FALSE,20,36
home,age_0-50,FALSE,21,18
home,age_0-50,FALSE,22,22
home,age_0-50,FALSE,23,9
home,age_0-50,FALSE,24,14
home,age_0-50,FALSE,25,4
home,age_0-50,FALSE,26,4
home,age_0-50,FALSE,27,7
home,age_0-50,FALSE,28,3
home,age_0-50,FALSE,29,5
home,age_0-50,FALSE,30,1
home,age_0-50,FALSE,31,1
home,age_0-50,FALSE,32,2
home,age_0-50,FALSE,33,1
home,age_51+,FALSE,1,9
home,age_51+,FALSE,2,6
home,age_51+,FALSE,3,8
home,age_51+,FALSE,4,6
home,age_51+,FALSE,5,4
home,age_51+,FALSE,6,4
home,age_51+,FALSE,7,8
home,age_51+,FALSE,8,11
home,age_51+,FALSE,9,3
home,age_51+,FALSE,10,6
home,age_51+,FALSE,11,11
home,age_51+,FALSE,12,10
home,age_51+,FALSE,13,16
home,age_51+,FALSE,14,139
home,age_51+,FALSE,15,39
home,age_51+,FALSE,16,35
home,age_51+,FALSE,17,36
home,age_51+,FALSE,18,19
home,age_51+,FALSE,19,20
home,age_51+,FALSE,20,23
home,age_51+,FALSE,21,10
home,age_51+,FALSE,22,7
home,age_51+,FALSE,23,9
home,age_51+,FALSE,24,4
home,age_51+,FALSE,25,3
home,age_51+,FALSE,26,6
home,age_51+,FALSE,27,4
home,age_51+,FALSE,28,2
home,age_51+,FALSE,29,3
home,age_51+,FALSE,31,2
home,age_51+,FALSE,32,1
home,age_51+,FALSE,34,2
home,age_0-50,TRUE,1,1
home,age_0-50,TRUE,2,1
home,age_0-50,TRUE,3,2
home,age_0-50,TRUE,4,9
home,age_0-50,TRUE,5,3
home,age_0-50,TRUE,6,10
home,age_0-50,TRUE,7,10
home,age_0-50,TRUE,8,3
home,age_0-50,TRUE,9,9
home,age_0-50,TRUE,10,7
home,age_0-50,TRUE,11,9
home,age_0-50,TRUE,12,4
home,age_0-50,TRUE,13,20
home,age_0-50,TRUE,14,17
home,age_0-50,TRUE,15,8
home,age_0-50,TRUE,16,7
home,age_0-50,TRUE,17,3
home,age_0-50,TRUE,18,16
home,age_0-50,TRUE,19,13
home,age_0-50,TRUE,20,11
home,age_0-50,TRUE,21,11
home,age_0-50,TRUE,22,3
home,age_0-50,TRUE,23,7
home,age_0-50,TRUE,24,7
home,age_0-50,TRUE,25,6
home,age_0-50,TRUE,26,12
home,age_0-50,TRUE,27,3
home,age_0-50,TRUE,28,4
home,age_0-50,TRUE,29,4
home,age_0-50,TRUE,30,2
home,age_0-50,TRUE,31,2
home,age_0-50,TRUE,32,2
home,age_0-50,TRUE,33,1
home,age_0-50,TRUE,40,1
home,age_51+,TRUE,1,2
home,age_51+,TRUE,2,1
home,age_51+,TRUE,3,2
home,age_51+,TRUE,4,5
home,age_51+,TRUE,5,3
home,age_51+,TRUE,6,4
home,age_51+,TRUE,7,10
home,age_51+,TRUE,8,1
home,age_51+,TRUE,9,2
home,age_51+,TRUE,10,2
home,age_51+,TRUE,11,1
home,age_51+,TRUE,12,6
home,age_51+,TRUE,13,10
home,age_51+,TRUE,14,6
home,age_51+,TRUE,15,9
home,age_51+,TRUE,16,3
home,age_51+,TRUE,17,5
home,age_51+,TRUE,18,11
home,age_51+,TRUE,19,3
home,age_51+,TRUE,20,2
home,age_51+,TRUE,21,5
home,age_51+,TRUE,22,2
home,age_51+,TRUE,23,2
home,age_51+,TRUE,24,2
home,age_51+,TRUE,25,3
home,age_51+,TRUE,26,1
home,age_51+,TRUE,27,5
home,age_51+,TRUE,29,4
home,age_51+,TRUE,30,2
home,age_51+,TRUE,32,1
home,age_51+,TRUE,34,1
home,age_51+,TRUE,36,1
inpatient_ward,age_0-50,FALSE,1,4
inpatient_ward,age_0-50,FALSE,2,2
inpatient_ward,age_0-50,FALSE,3,3
inpatient_ward,age_0-50,FALSE,4,2
inpatient_ward,age_0-50,FALSE,5,2
inpatient_ward,age_0-50,FALSE,8,1
inpatient_ward,age_51+,FALSE,1,15
inpatient_ward,age_51+,FALSE,2,8
inpatient_ward,age_51+,FALSE,3,14
inpatient_ward,age_51+,FALSE,4,6
inpatient_ward,age_51+,FALSE,5,7
inpatient_ward,age_51+,FALSE,6,4
inpatient_ward,age_51+,FALSE,7,4
inpatient_ward,age_51+,FALSE,8,5
inpatient_ward,age_51+,FALSE,9,1
inpatient_ward,age_51+,FALSE,11,4
inpatient_ward,age_51+,FALSE,12,1
inpatient_ward,age_51+,FALSE,14,2
inpatient_ward,age_51+,FALSE,15,1
inpatient_ward,age_51+,FALSE,16,1
inpatient_ward,age_51+,FALSE,17,1
inpatient_ward,age_51+,FALSE,19,1
inpatient_ward,age_51+,FALSE,20,1
inpatient_ward,age_51+,FALSE,22,1
inpatient_ward,age_51+,FALSE,23,1
inpatient_ward,age_0-50,TRUE,3,1
inpatient_ward,age_51+,TRUE,5,2
inpatient_ward,age_51+,TRUE,6,2
inpatient_ward,age_51+,TRUE,8,1
inpatient_ward,age_51+,TRUE,9,1
inpatient_ward,age_51+,TRUE,10,1
inpatient_ward,age_51+,TRUE,11,1
inpatient_ward,age_51+,TRUE,12,1
inpatient_ward,age_51+,TRUE,14,1
inpatient_ward,age_51+,TRUE,22,2
inpatient_ward,age_51+,TRUE,24,3
inpatient_ward,age_51+,TRUE,27,1
intensive_care_unit,age_0-50,FALSE,2,1
intensive_care_unit,age_0-50,FALSE,10,1
intensive_care_unit,age_51+,FALSE,1,5
intensive_care_unit,age_51+,FALSE,2,1
intensive_care_unit,age_51+,FALSE,3,2
intensive_care_unit,age_51+,FALSE,4,1
intensive_care_unit,age_51+,FALSE,5,1
intensive_care_unit,age_51+,FALSE,7,3
intensive_care_unit,age_51+,FALSE,8,1
intensive_care_unit,age_51+,FALSE,11,1
intensive_care_unit,age_51+,FALSE,13,1
intensive_care_unit,age_51+,FALSE,16,2
intensive_care_unit,age_51+,FALSE,18,1
intensive_care_unit,age_51+,FALSE,21,1
intensive_care_unit,age_51+,FALSE,22,1
intensive_care_unit,age_51+,TRUE,4,2
intensive_care_unit,age_51+,TRUE,15,1
intensive_care_unit,age_51+,TRUE,20,1
