state,age_group_simple,censored,state_duration,count
home,0-50,FALSE,1,1
home,0-50,FALSE,2,1
home,0-50,FALSE,3,2
home,0-50,FALSE,4,8
home,0-50,FALSE,5,4
home,0-50,FALSE,6,2
home,0-50,FALSE,7,3
home,0-50,FALSE,8,18
home,0-50,FALSE,9,5
home,0-50,FALSE,10,12
home,0-50,FALSE,11,13
home,0-50,FALSE,12,20
home,0-50,FALSE,13,25
home,0-50,FALSE,14,257
home,0-50,FALSE,15,102
home,0-50,FALSE,16,55
home,0-50,FALSE,17,39
home,0-50,FALSE,18,35
home,0-50,FALSE,19,15
home,0-50,FALSE,20,21
home,0-50,FALSE,21,8
home,0-50,FALSE,22,11
home,0-50,FALSE,23,4
home,0-50,FALSE,24,4
home,0-50,FALSE,25,2
home,0-50,FALSE,26,1
home,0-50,FALSE,27,1
home,0-50,FALSE,28,2
home,0-50,FALSE,30,1
home,51+,FALSE,1,9
home,51+,FALSE,2,6
home,51+,FALSE,3,7
home,51+,FALSE,4,6
home,51+,FALSE,5,4
home,51+,FALSE,6,6
home,51+,FALSE,7,5
home,51+,FALSE,8,11
home,51+,FALSE,9,3
home,51+,FALSE,10,4
home,51+,FALSE,11,6
home,51+,FALSE,12,9
home,51+,FALSE,13,10
home,51+,FALSE,14,93
home,51+,FALSE,15,28
home,51+,FALSE,16,24
home,51+,FALSE,17,24
home,51+,FALSE,18,9
home,51+,FALSE,19,12
home,51+,FALSE,20,18
home,51+,FALSE,21,4
home,51+,FALSE,22,2
home,51+,FALSE,23,4
home,51+,FALSE,24,3
home,51+,FALSE,25,1
home,51+,FALSE,26,1
home,51+,FALSE,31,1
home,51+,FALSE,32,1
home,0-50,TRUE,3,4
home,0-50,TRUE,4,16
home,0-50,TRUE,5,24
home,0-50,TRUE,6,23
home,0-50,TRUE,7,22
home,0-50,TRUE,8,14
home,0-50,TRUE,9,55
home,0-50,TRUE,10,54
home,0-50,TRUE,11,46
home,0-50,TRUE,12,59
home,0-50,TRUE,13,50
home,0-50,TRUE,14,41
home,0-50,TRUE,15,21
home,0-50,TRUE,16,29
home,0-50,TRUE,17,22
home,0-50,TRUE,18,11
home,0-50,TRUE,19,12
home,0-50,TRUE,20,9
home,0-50,TRUE,21,3
home,0-50,TRUE,22,2
home,0-50,TRUE,23,7
home,0-50,TRUE,24,4
home,0-50,TRUE,25,3
home,0-50,TRUE,26,5
home,0-50,TRUE,27,1
home,0-50,TRUE,28,1
home,0-50,TRUE,29,2
home,0-50,TRUE,30,1
home,0-50,TRUE,31,1
home,51+,TRUE,3,6
home,51+,TRUE,4,12
home,51+,TRUE,5,7
home,51+,TRUE,6,12
home,51+,TRUE,7,7
home,51+,TRUE,8,10
home,51+,TRUE,9,30
home,51+,TRUE,10,19
home,51+,TRUE,11,11
home,51+,TRUE,12,22
home,51+,TRUE,13,17
home,51+,TRUE,14,11
home,51+,TRUE,15,6
home,51+,TRUE,16,12
home,51+,TRUE,17,11
home,51+,TRUE,18,13
home,51+,TRUE,19,3
home,51+,TRUE,20,5
home,51+,TRUE,21,5
home,51+,TRUE,22,3
home,51+,TRUE,23,2
home,51+,TRUE,24,2
home,51+,TRUE,25,3
home,51+,TRUE,26,5
home,51+,TRUE,27,1
home,51+,TRUE,29,1
home,51+,TRUE,31,1
inpatient_ward,0-50,FALSE,1,4
inpatient_ward,0-50,FALSE,2,1
inpatient_ward,0-50,FALSE,3,2
inpatient_ward,0-50,FALSE,4,2
inpatient_ward,0-50,FALSE,5,2
inpatient_ward,51+,FALSE,1,13
inpatient_ward,51+,FALSE,2,6
inpatient_ward,51+,FALSE,3,13
inpatient_ward,51+,FALSE,4,5
inpatient_ward,51+,FALSE,5,4
inpatient_ward,51+,FALSE,6,3
inpatient_ward,51+,FALSE,7,3
inpatient_ward,51+,FALSE,8,5
inpatient_ward,51+,FALSE,11,1
inpatient_ward,51+,FALSE,12,1
inpatient_ward,51+,FALSE,14,1
inpatient_ward,51+,FALSE,15,1
inpatient_ward,51+,FALSE,19,1
inpatient_ward,0-50,TRUE,1,1
inpatient_ward,0-50,TRUE,3,1
inpatient_ward,51+,TRUE,1,2
inpatient_ward,51+,TRUE,2,1
inpatient_ward,51+,TRUE,3,3
inpatient_ward,51+,TRUE,4,3
inpatient_ward,51+,TRUE,5,4
inpatient_ward,51+,TRUE,6,2
inpatient_ward,51+,TRUE,9,1
inpatient_ward,51+,TRUE,13,2
inpatient_ward,51+,TRUE,14,2
inpatient_ward,51+,TRUE,15,5
inpatient_ward,51+,TRUE,18,2
intensive_care_unit,0-50,FALSE,2,1
intensive_care_unit,0-50,FALSE,10,1
intensive_care_unit,51+,FALSE,1,5
intensive_care_unit,51+,FALSE,2,1
intensive_care_unit,51+,FALSE,3,2
intensive_care_unit,51+,FALSE,4,1
intensive_care_unit,51+,FALSE,5,1
intensive_care_unit,51+,FALSE,7,3
intensive_care_unit,51+,FALSE,11,1
intensive_care_unit,51+,FALSE,13,1
intensive_care_unit,51+,FALSE,16,1
intensive_care_unit,51+,TRUE,4,1
intensive_care_unit,51+,TRUE,6,1
intensive_care_unit,51+,TRUE,11,1
intensive_care_unit,51+,TRUE,13,1
intensive_care_unit,51+,TRUE,15,1
intensive_care_unit,51+,TRUE,17,1
intensive_care_unit,51+,TRUE,18,1
