state,age_group_simple,censored,state_duration,count
home-green,0-50,FALSE,1,23
home-green,0-50,FALSE,2,38
home-green,0-50,FALSE,3,31
home-green,0-50,FALSE,4,44
home-green,0-50,FALSE,5,32
home-green,0-50,FALSE,6,31
home-green,0-50,FALSE,7,37
home-green,0-50,FALSE,8,59
home-green,0-50,FALSE,9,42
home-green,0-50,FALSE,10,44
home-green,0-50,FALSE,11,32
home-green,0-50,FALSE,12,41
home-green,0-50,FALSE,13,54
home-green,0-50,FALSE,14,302
home-green,0-50,FALSE,15,108
home-green,0-50,FALSE,16,52
home-green,0-50,FALSE,17,40
home-green,0-50,FALSE,18,22
home-green,0-50,FALSE,19,11
home-green,0-50,FALSE,20,10
home-green,0-50,FALSE,21,6
home-green,0-50,FALSE,22,9
home-green,0-50,FALSE,23,3
home-green,0-50,FALSE,24,1
home-green,0-50,FALSE,25,1
home-green,0-50,FALSE,26,1
home-green,0-50,FALSE,27,2
home-green,0-50,FALSE,28,2
home-green,0-50,FALSE,29,1
home-green,0-50,FALSE,30,1
home-green,0-50,FALSE,33,1
home-green,51+,FALSE,1,19
home-green,51+,FALSE,2,28
home-green,51+,FALSE,3,24
home-green,51+,FALSE,4,24
home-green,51+,FALSE,5,26
home-green,51+,FALSE,6,25
home-green,51+,FALSE,7,28
home-green,51+,FALSE,8,22
home-green,51+,FALSE,9,18
home-green,51+,FALSE,10,21
home-green,51+,FALSE,11,21
home-green,51+,FALSE,12,21
home-green,51+,FALSE,13,17
home-green,51+,FALSE,14,85
home-green,51+,FALSE,15,32
home-green,51+,FALSE,16,23
home-green,51+,FALSE,17,20
home-green,51+,FALSE,18,6
home-green,51+,FALSE,19,11
home-green,51+,FALSE,20,6
home-green,51+,FALSE,21,2
home-green,51+,FALSE,22,1
home-green,51+,FALSE,23,2
home-green,51+,FALSE,24,1
home-green,51+,FALSE,26,1
home-green,51+,FALSE,27,1
home-green,51+,FALSE,31,1
home-green,0-50,TRUE,1,10
home-green,0-50,TRUE,2,18
home-green,0-50,TRUE,3,9
home-green,0-50,TRUE,4,11
home-green,0-50,TRUE,5,18
