state,age_group_simple,censored,state_duration,count
home-green,0-50,FALSE,1,25
home-green,0-50,FALSE,2,40
home-green,0-50,FALSE,3,31
home-green,0-50,FALSE,4,44
home-green,0-50,FALSE,5,32
home-green,0-50,FALSE,6,32
home-green,0-50,FALSE,7,39
home-green,0-50,FALSE,8,61
home-green,0-50,FALSE,9,43
home-green,0-50,FALSE,10,45
home-green,0-50,FALSE,11,32
home-green,0-50,FALSE,12,41
home-green,0-50,FALSE,13,57
home-green,0-50,FALSE,14,328
home-green,0-50,FALSE,15,113
home-green,0-50,FALSE,16,56
home-green,0-50,FALSE,17,45
home-green,0-50,FALSE,18,24
home-green,0-50,FALSE,19,11
home-green,0-50,FALSE,20,12
home-green,0-50,FALSE,21,7
home-green,0-50,FALSE,22,9
home-green,0-50,FALSE,23,4
home-green,0-50,FALSE,24,2
home-green,0-50,FALSE,25,1
home-green,0-50,FALSE,26,1
home-green,0-50,FALSE,27,2
home-green,0-50,FALSE,28,2
home-green,0-50,FALSE,29,2
home-green,0-50,FALSE,30,1
home-green,0-50,FALSE,33,1
home-green,51+,FALSE,1,19
home-green,51+,FALSE,2,28
home-green,51+,FALSE,3,24
home-green,51+,FALSE,4,26
home-green,51+,FALSE,5,26
home-green,51+,FALSE,6,26
home-green,51+,FALSE,7,28
home-green,51+,FALSE,8,22
home-green,51+,FALSE,9,18
home-green,51+,FALSE,10,25
home-green,51+,FALSE,11,22
home-green,51+,FALSE,12,20
home-green,51+,FALSE,13,17
home-green,51+,FALSE,14,90
home-green,51+,FALSE,15,36
home-green,51+,FALSE,16,27
home-green,51+,FALSE,17,21
home-green,51+,FALSE,18,8
home-green,51+,FALSE,19,12
home-green,51+,FALSE,20,7
home-green,51+,FALSE,21,2
home-green,51+,FALSE,22,1
home-green,51+,FALSE,23,2
home-green,51+,FALSE,24,1
home-green,51+,FALSE,26,2
home-green,51+,FALSE,27,1
home-green,51+,FALSE,31,1
home-green,0-50,TRUE,1,6
home-green,0-50,TRUE,2,13
home-green,0-50,TRUE,3,17
home-green,0-50,TRUE,4,9
home-green,0-50,TRUE,5,11
home-green,0-50,TRUE,6,18
home-green,0-50,TRUE,7,17
home-green,0-50,TRUE,8,9
home-green,0-50,TRUE,9,25
home-green,0-50,TRUE,10,21
home-green,0-50,TRUE,11,24
home-green,0-50,TRUE,12,19
home-green,0-50,TRUE,13,9
home-green,0-50,TRUE,14,42
home-green,0-50,TRUE,15,15
home-green,0-50,TRUE,16,8
home-green,0-50,TRUE,17,17
home-green,0-50,TRUE,18,5
home-green,0-50,TRUE,19,4
home-green,0-50,TRUE,20,6
home-green,0-50,TRUE,21,7
home-green,0-50,TRUE,22,4
home-green,0-50,TRUE,23,3
home-green,0-50,TRUE,24,3
home-green,0-50,TRUE,25,1
home-green,0-50,TRUE,26,1
home-green,0-50,TRUE,27,1
home-green,0-50,TRUE,36,1
home-green,51+,TRUE,1,6
home-green,51+,TRUE,2,13
home-green,51+,TRUE,3,5
home-green,51+,TRUE,4,7
home-green,51+,TRUE,5,2
home-green,51+,TRUE,6,4
home-green,51+,TRUE,7,4
home-green,51+,TRUE,8,8
home-green,51+,TRUE,9,11
home-green,51+,TRUE,10,10
home-green,51+,TRUE,11,6
home-green,51+,TRUE,12,6
home-green,51+,TRUE,13,3
home-green,51+,TRUE,14,19
home-green,51+,TRUE,15,9
home-green,51+,TRUE,16,1
home-green,51+,TRUE,17,5
home-green,51+,TRUE,18,3
home-green,51+,TRUE,19,1
home-green,51+,TRUE,20,2
home-green,51+,TRUE,21,2
home-green,51+,TRUE,22,4
home-green,51+,TRUE,23,1
home-green,51+,TRUE,26,2
home-green,51+,TRUE,30,1
home-red,0-50,FALSE,1,83
home-red,0-50,FALSE,2,73
home-red,0-50,FALSE,3,56
home-red,0-50,FALSE,4,54
home-red,0-50,FALSE,5,42
home-red,0-50,FALSE,6,27
home-red,0-50,FALSE,7,18
home-red,0-50,FALSE,8,12
home-red,0-50,FALSE,9,13
home-red,0-50,FALSE,10,8
home-red,0-50,FALSE,11,7
home-red,0-50,FALSE,13,3
home-red,0-50,FALSE,14,2
home-red,0-50,FALSE,15,1
home-red,0-50,FALSE,19,2
home-red,0-50,FALSE,20,1
home-red,51+,FALSE,1,49
home-red,51+,FALSE,2,53
home-red,51+,FALSE,3,54
home-red,51+,FALSE,4,38
home-red,51+,FALSE,5,26
home-red,51+,FALSE,6,15
home-red,51+,FALSE,7,13
home-red,51+,FALSE,8,17
home-red,51+,FALSE,9,8
home-red,51+,FALSE,10,6
home-red,51+,FALSE,11,7
home-red,51+,FALSE,12,3
home-red,51+,FALSE,13,3
home-red,51+,FALSE,14,1
home-red,51+,FALSE,15,1
home-red,51+,FALSE,16,2
home-red,51+,FALSE,17,2
home-red,51+,FALSE,18,1
home-red,0-50,TRUE,1,8
home-red,0-50,TRUE,2,5
home-red,0-50,TRUE,3,2
home-red,0-50,TRUE,4,2
home-red,0-50,TRUE,6,1
home-red,0-50,TRUE,7,2
home-red,0-50,TRUE,8,1
home-red,0-50,TRUE,9,2
home-red,0-50,TRUE,11,1
home-red,0-50,TRUE,14,1
home-red,0-50,TRUE,15,2
home-red,0-50,TRUE,16,1
home-red,51+,TRUE,1,3
home-red,51+,TRUE,2,1
home-red,51+,TRUE,3,5
home-red,51+,TRUE,4,2
home-red,51+,TRUE,5,2
home-red,51+,TRUE,6,2
home-red,51+,TRUE,7,3
home-red,51+,TRUE,8,1
home-red,51+,TRUE,10,1
home-red,51+,TRUE,16,1
home-red,51+,TRUE,17,1
home-red,51+,TRUE,22,1
inpatient_ward-green,0-50,FALSE,1,7
inpatient_ward-green,0-50,FALSE,2,3
inpatient_ward-green,0-50,FALSE,3,3
inpatient_ward-green,0-50,FALSE,4,1
inpatient_ward-green,0-50,FALSE,5,1
inpatient_ward-green,51+,FALSE,1,37
inpatient_ward-green,51+,FALSE,2,12
inpatient_ward-green,51+,FALSE,3,17
inpatient_ward-green,51+,FALSE,4,11
inpatient_ward-green,51+,FALSE,5,9
inpatient_ward-green,51+,FALSE,6,8
inpatient_ward-green,51+,FALSE,7,4
inpatient_ward-green,51+,FALSE,8,3
inpatient_ward-green,51+,FALSE,9,1
inpatient_ward-green,51+,FALSE,11,3
inpatient_ward-green,0-50,TRUE,8,1
inpatient_ward-green,51+,TRUE,1,4
inpatient_ward-green,51+,TRUE,2,5
inpatient_ward-green,51+,TRUE,3,1
inpatient_ward-green,51+,TRUE,4,2
inpatient_ward-green,51+,TRUE,8,1
inpatient_ward-green,51+,TRUE,9,1
inpatient_ward-green,51+,TRUE,11,3
inpatient_ward-green,51+,TRUE,12,1
inpatient_ward-green,51+,TRUE,18,1
inpatient_ward-green,51+,TRUE,20,3
inpatient_ward-red,0-50,FALSE,1,4
inpatient_ward-red,51+,FALSE,1,43
inpatient_ward-red,51+,FALSE,2,8
inpatient_ward-red,51+,FALSE,3,3
inpatient_ward-red,51+,FALSE,4,2
inpatient_ward-red,51+,FALSE,5,2
inpatient_ward-red,51+,FALSE,7,1
inpatient_ward-red,51+,FALSE,9,1
inpatient_ward-red,51+,TRUE,1,4
inpatient_ward-red,51+,TRUE,2,1
intensive_care_unit-green,0-50,FALSE,2,2
intensive_care_unit-green,0-50,FALSE,3,1
intensive_care_unit-green,51+,FALSE,1,11
intensive_care_unit-green,51+,FALSE,2,6
intensive_care_unit-green,51+,FALSE,3,6
intensive_care_unit-green,51+,FALSE,4,2
intensive_care_unit-green,51+,FALSE,5,1
intensive_care_unit-green,51+,FALSE,6,1
intensive_care_unit-green,51+,FALSE,7,1
intensive_care_unit-red,0-50,FALSE,5,1
intensive_care_unit-red,51+,FALSE,3,1
intensive_care_unit-red,51+,FALSE,6,1
intensive_care_unit-red,51+,FALSE,7,2
intensive_care_unit-red,51+,FALSE,11,1
intensive_care_unit-red,51+,FALSE,12,2
intensive_care_unit-red,51+,FALSE,13,1
intensive_care_unit-red,51+,FALSE,15,1
intensive_care_unit-red,51+,FALSE,17,1
intensive_care_unit-red,51+,TRUE,10,1
intensive_care_unit-red,51+,TRUE,15,1
