state,age_group_simple,censored,state_duration,count
home,0-50,FALSE,1,1
home,0-50,FALSE,2,1
home,0-50,FALSE,3,2
home,0-50,FALSE,4,9
home,0-50,FALSE,5,4
home,0-50,FALSE,6,2
home,0-50,FALSE,7,4
home,0-50,FALSE,8,17
home,0-50,FALSE,9,5
home,0-50,FALSE,10,13
home,0-50,FALSE,11,15
home,0-50,FALSE,12,26
home,0-50,FALSE,13,28
home,0-50,FALSE,14,266
home,0-50,FALSE,15,103
home,0-50,FALSE,16,62
home,0-50,FALSE,17,43
home,0-50,FALSE,18,36
home,0-50,FALSE,19,19
home,0-50,FALSE,20,24
home,0-50,FALSE,21,10
home,0-50,FALSE,22,13
home,0-50,FALSE,23,6
home,0-50,FALSE,24,4
home,0-50,FALSE,25,2
home,0-50,FALSE,26,1
home,0-50,FALSE,27,3
home,0-50,FALSE,28,2
home,0-50,FALSE,30,1
home,51+,FALSE,1,9
home,51+,FALSE,2,6
home,51+,FALSE,3,7
home,51+,FALSE,4,6
home,51+,FALSE,5,4
home,51+,FALSE,6,6
home,51+,FALSE,7,5
home,51+,FALSE,8,11
home,51+,FALSE,9,3
home,51+,FALSE,10,5
home,51+,FALSE,11,8
home,51+,FALSE,12,12
home,51+,FALSE,13,11
home,51+,FALSE,14,96
home,51+,FALSE,15,29
home,51+,FALSE,16,24
home,51+,FALSE,17,26
home,51+,FALSE,18,12
home,51+,FALSE,19,14
home,51+,FALSE,20,17
home,51+,FALSE,21,5
home,51+,FALSE,22,3
home,51+,FALSE,23,4
home,51+,FALSE,24,3
home,51+,FALSE,25,1
home,51+,FALSE,26,2
home,51+,FALSE,31,2
home,51+,FALSE,32,1
home,0-50,TRUE,1,1
home,0-50,TRUE,2,7
home,0-50,TRUE,3,9
home,0-50,TRUE,4,4
home,0-50,TRUE,5,19
home,0-50,TRUE,6,24
home,0-50,TRUE,7,23
home,0-50,TRUE,8,22
home,0-50,TRUE,9,13
home,0-50,TRUE,10,55
home,0-50,TRUE,11,52
home,0-50,TRUE,12,46
home,0-50,TRUE,13,56
home,0-50,TRUE,14,42
home,0-50,TRUE,15,30
home,0-50,TRUE,16,18
home,0-50,TRUE,17,26
home,0-50,TRUE,18,19
home,0-50,TRUE,19,8
home,0-50,TRUE,20,9
home,0-50,TRUE,21,8
home,0-50,TRUE,22,2
home,0-50,TRUE,23,2
home,0-50,TRUE,24,4
home,0-50,TRUE,25,4
home,0-50,TRUE,26,1
home,0-50,TRUE,27,4
home,0-50,TRUE,30,2
home,0-50,TRUE,31,1
home,0-50,TRUE,32,1
home,51+,TRUE,1,1
home,51+,TRUE,2,2
home,51+,TRUE,3,1
home,51+,TRUE,4,6
home,51+,TRUE,5,12
home,51+,TRUE,6,7
home,51+,TRUE,7,12
home,51+,TRUE,8,7
home,51+,TRUE,9,10
home,51+,TRUE,10,30
home,51+,TRUE,11,18
home,51+,TRUE,12,11
home,51+,TRUE,13,22
home,51+,TRUE,14,12
home,51+,TRUE,15,7
home,51+,TRUE,16,5
home,51+,TRUE,17,12
home,51+,TRUE,18,9
home,51+,TRUE,19,11
home,51+,TRUE,20,1
home,51+,TRUE,21,5
home,51+,TRUE,22,4
home,51+,TRUE,23,3
home,51+,TRUE,24,2
home,51+,TRUE,25,1
home,51+,TRUE,26,3
home,51+,TRUE,27,3
home,51+,TRUE,28,2
home,51+,TRUE,30,1
inpatient_ward,0-50,FALSE,1,4
inpatient_ward,0-50,FALSE,2,1
inpatient_ward,0-50,FALSE,3,2
inpatient_ward,0-50,FALSE,4,2
inpatient_ward,0-50,FALSE,5,2
inpatient_ward,51+,FALSE,1,13
inpatient_ward,51+,FALSE,2,6
inpatient_ward,51+,FALSE,3,13
inpatient_ward,51+,FALSE,4,5
inpatient_ward,51+,FALSE,5,5
inpatient_ward,51+,FALSE,6,3
inpatient_ward,51+,FALSE,7,3
inpatient_ward,51+,FALSE,8,5
inpatient_ward,51+,FALSE,11,1
inpatient_ward,51+,FALSE,12,1
inpatient_ward,51+,FALSE,14,1
inpatient_ward,51+,FALSE,15,1
inpatient_ward,51+,FALSE,19,1
inpatient_ward,0-50,TRUE,2,1
inpatient_ward,0-50,TRUE,4,1
inpatient_ward,51+,TRUE,1,1
inpatient_ward,51+,TRUE,2,2
inpatient_ward,51+,TRUE,3,1
inpatient_ward,51+,TRUE,4,3
inpatient_ward,51+,TRUE,5,3
inpatient_ward,51+,TRUE,6,3
inpatient_ward,51+,TRUE,7,2
inpatient_ward,51+,TRUE,10,1
inpatient_ward,51+,TRUE,14,2
inpatient_ward,51+,TRUE,15,2
inpatient_ward,51+,TRUE,16,5
inpatient_ward,51+,TRUE,19,2
intensive_care_unit,0-50,FALSE,2,1
intensive_care_unit,0-50,FALSE,10,1
intensive_care_unit,51+,FALSE,1,5
intensive_care_unit,51+,FALSE,2,1
intensive_care_unit,51+,FALSE,3,2
intensive_care_unit,51+,FALSE,4,1
intensive_care_unit,51+,FALSE,5,1
intensive_care_unit,51+,FALSE,7,3
intensive_care_unit,51+,FALSE,11,1
intensive_care_unit,51+,FALSE,13,1
intensive_care_unit,51+,FALSE,16,1
intensive_care_unit,51+,TRUE,5,1
intensive_care_unit,51+,TRUE,7,1
intensive_care_unit,51+,TRUE,12,1
intensive_care_unit,51+,TRUE,14,1
intensive_care_unit,51+,TRUE,16,1
intensive_care_unit,51+,TRUE,18,1
intensive_care_unit,51+,TRUE,19,1
