state,age_group_simple,censored,state_duration,count
home-green,0-50,FALSE,1,22
home-green,0-50,FALSE,2,35
home-green,0-50,FALSE,3,27
home-green,0-50,FALSE,4,43
home-green,0-50,FALSE,5,32
home-green,0-50,FALSE,6,27
home-green,0-50,FALSE,7,35
home-green,0-50,FALSE,8,57
home-green,0-50,FALSE,9,36
home-green,0-50,FALSE,10,36
home-green,0-50,FALSE,11,31
home-green,0-50,FALSE,12,39
home-green,0-50,FALSE,13,38
home-green,0-50,FALSE,14,241
home-green,0-50,FALSE,15,90
home-green,0-50,FALSE,16,47
home-green,0-50,FALSE,17,32
home-green,0-50,FALSE,18,18
home-green,0-50,FALSE,19,9
home-green,0-50,FALSE,20,8
home-green,0-50,FALSE,21,3
home-green,0-50,FALSE,22,8
home-green,0-50,FALSE,23,2
home-green,0-50,FALSE,26,1
home-green,0-50,FALSE,27,1
home-green,0-50,FALSE,28,1
home-green,0-50,FALSE,30,1
home-green,51+,FALSE,1,18
home-green,51+,FALSE,2,26
home-green,51+,FALSE,3,22
home-green,51+,FALSE,4,21
home-green,51+,FALSE,5,22
home-green,51+,FALSE,6,20
home-green,51+,FALSE,7,25
home-green,51+,FALSE,8,23
home-green,51+,FALSE,9,16
home-green,51+,FALSE,10,18
home-green,51+,FALSE,11,20
home-green,51+,FALSE,12,17
home-green,51+,FALSE,13,14
home-green,51+,FALSE,14,68
home-green,51+,FALSE,15,29
home-green,51+,FALSE,16,17
home-green,51+,FALSE,17,18
home-green,51+,FALSE,18,5
home-green,51+,FALSE,19,8
home-green,51+,FALSE,20,6
home-green,51+,FALSE,21,1
home-green,51+,FALSE,22,1
home-green,51+,FALSE,23,2
home-green,51+,FALSE,24,1
home-green,51+,FALSE,31,1
home-green,0-50,TRUE,1,8
home-green,0-50,TRUE,2,20
home-green,0-50,TRUE,3,22
home-green,0-50,TRUE,4,10
home-green,0-50,TRUE,5,29
home-green,0-50,TRUE,6,31
home-green,0-50,TRUE,7,27
home-green,0-50,TRUE,8,26
home-green,0-50,TRUE,9,14
home-green,0-50,TRUE,10,50
home-green,0-50,TRUE,11,48
home-green,0-50,TRUE,12,40
home-green,0-50,TRUE,13,50
home-green,0-50,TRUE,14,36
home-green,0-50,TRUE,15,14
home-green,0-50,TRUE,16,10
home-green,0-50,TRUE,17,15
home-green,0-50,TRUE,18,7
home-green,0-50,TRUE,19,4
home-green,0-50,TRUE,20,5
home-green,0-50,TRUE,21,5
home-green,0-50,TRUE,22,1
home-green,0-50,TRUE,23,1
home-green,0-50,TRUE,24,1
home-green,0-50,TRUE,25,2
home-green,0-50,TRUE,26,1
home-green,0-50,TRUE,27,1
home-green,0-50,TRUE,31,1
home-green,0-50,TRUE,32,1
home-green,51+,TRUE,1,4
home-green,51+,TRUE,2,5
home-green,51+,TRUE,3,7
home-green,51+,TRUE,4,11
home-green,51+,TRUE,5,13
home-green,51+,TRUE,6,15
home-green,51+,TRUE,7,13
home-green,51+,TRUE,8,7
home-green,51+,TRUE,9,5
home-green,51+,TRUE,10,24
home-green,51+,TRUE,11,17
home-green,51+,TRUE,12,13
home-green,51+,TRUE,13,16
home-green,51+,TRUE,14,10
home-green,51+,TRUE,15,7
home-green,51+,TRUE,16,4
home-green,51+,TRUE,17,5
home-green,51+,TRUE,18,4
home-green,51+,TRUE,19,2
home-green,51+,TRUE,21,1
home-green,51+,TRUE,22,2
home-green,51+,TRUE,23,1
home-green,51+,TRUE,24,1
home-green,51+,TRUE,26,2
home-red,0-50,FALSE,1,73
home-red,0-50,FALSE,2,64
home-red,0-50,FALSE,3,53
home-red,0-50,FALSE,4,52
home-red,0-50,FALSE,5,42
home-red,0-50,FALSE,6,26
home-red,0-50,FALSE,7,16
home-red,0-50,FALSE,8,10
home-red,0-50,FALSE,9,12
home-red,0-50,FALSE,10,8
home-red,0-50,FALSE,11,5
home-red,0-50,FALSE,13,3
home-red,0-50,FALSE,14,1
home-red,0-50,FALSE,15,1
home-red,0-50,FALSE,19,1
home-red,0-50,FALSE,20,1
home-red,51+,FALSE,1,41
home-red,51+,FALSE,2,48
home-red,51+,FALSE,3,52
home-red,51+,FALSE,4,34
home-red,51+,FALSE,5,20
