state,age_group_simple,censored,state_duration,count
home-green,0-50,FALSE,1,22
home-green,0-50,FALSE,2,35
home-green,0-50,FALSE,3,25
home-green,0-50,FALSE,4,41
home-green,0-50,FALSE,5,30
home-green,0-50,FALSE,6,27
home-green,0-50,FALSE,7,35
home-green,0-50,FALSE,8,54
home-green,0-50,FALSE,9,30
home-green,0-50,FALSE,10,37
home-green,0-50,FALSE,11,27
home-green,0-50,FALSE,12,36
home-green,0-50,FALSE,13,33
home-green,0-50,FALSE,14,224
home-green,0-50,FALSE,15,84
home-green,0-50,FALSE,16,41
home-green,0-50,FALSE,17,26
home-green,0-50,FALSE,18,17
home-green,0-50,FALSE,19,10
home-green,0-50,FALSE,20,6
home-green,0-50,FALSE,21,4
home-green,0-50,FALSE,22,5
home-green,0-50,FALSE,23,1
home-green,0-50,FALSE,26,1
home-green,0-50,FALSE,27,1
home-green,51+,FALSE,1,18
home-green,51+,FALSE,2,26
home-green,51+,FALSE,3,20
home-green,51+,FALSE,4,19
home-green,51+,FALSE,5,21
home-green,51+,FALSE,6,18
home-green,51+,FALSE,7,25
home-green,51+,FALSE,8,19
home-green,51+,FALSE,9,15
home-green,51+,FALSE,10,16
home-green,51+,FALSE,11,17
home-green,51+,FALSE,12,16
home-green,51+,FALSE,13,16
home-green,51+,FALSE,14,65
home-green,51+,FALSE,15,25
home-green,51+,FALSE,16,16
home-green,51+,FALSE,17,15
home-green,51+,FALSE,18,6
home-green,51+,FALSE,19,7
home-green,51+,FALSE,20,5
home-green,51+,FALSE,21,1
home-green,51+,FALSE,22,1
home-green,51+,FALSE,23,2
home-green,51+,FALSE,24,1
home-green,0-50,TRUE,1,13
home-green,0-50,TRUE,2,11
home-green,0-50,TRUE,3,28
home-green,0-50,TRUE,4,34
home-green,0-50,TRUE,5,28
home-green,0-50,TRUE,6,26
home-green,0-50,TRUE,7,18
home-green,0-50,TRUE,8,55
home-green,0-50,TRUE,9,55
home-green,0-50,TRUE,10,44
home-green,0-50,TRUE,11,54
home-green,0-50,TRUE,12,44
home-green,0-50,TRUE,13,28
home-green,0-50,TRUE,14,13
home-green,0-50,TRUE,15,17
home-green,0-50,TRUE,16,10
home-green,0-50,TRUE,17,8
home-green,0-50,TRUE,18,6
home-green,0-50,TRUE,19,6
home-green,0-50,TRUE,20,1
home-green,0-50,TRUE,21,1
home-green,0-50,TRUE,22,3
home-green,0-50,TRUE,23,2
home-green,0-50,TRUE,24,1
home-green,0-50,TRUE,25,1
home-green,51+,TRUE,1,7
home-green,51+,TRUE,2,13
home-green,51+,TRUE,3,13
home-green,51+,TRUE,4,17
home-green,51+,TRUE,5,13
home-green,51+,TRUE,6,7
home-green,51+,TRUE,7,6
home-green,51+,TRUE,8,26
home-green,51+,TRUE,9,20
home-green,51+,TRUE,10,14
home-green,51+,TRUE,11,16
home-green,51+,TRUE,12,16
home-green,51+,TRUE,13,11
home-green,51+,TRUE,14,3
home-green,51+,TRUE,15,5
home-green,51+,TRUE,16,6
home-green,51+,TRUE,17,2
home-green,51+,TRUE,18,1
home-green,51+,TRUE,19,1
home-green,51+,TRUE,20,2
home-green,51+,TRUE,21,1
home-green,51+,TRUE,22,1
home-green,51+,TRUE,24,2
home-green,51+,TRUE,30,1
home-red,0-50,FALSE,1,68
home-red,0-50,FALSE,2,61
home-red,0-50,FALSE,3,51
home-red,0-50,FALSE,4,47
home-red,0-50,FALSE,5,38
home-red,0-50,FALSE,6,23
home-red,0-50,FALSE,7,16
home-red,0-50,FALSE,8,10
home-red,0-50,FALSE,9,12
home-red,0-50,FALSE,10,9
home-red,0-50,FALSE,11,4
home-red,0-50,FALSE,13,3
home-red,0-50,FALSE,15,1
home-red,0-50,FALSE,19,1
home-red,0-50,FALSE,20,1
home-red,51+,FALSE,1,40
home-red,51+,FALSE,2,45
home-red,51+,FALSE,3,49
home-red,51+,FALSE,4,31
home-red,51+,FALSE,5,20
home-red,51+,FALSE,6,15
home-red,51+,FALSE,7,8
home-red,51+,FALSE,8,18
home-red,51+,FALSE,9,6
home-red,51+,FALSE,10,6
home-red,51+,FALSE,11,6
home-red,51+,FALSE,12,3
home-red,51+,FALSE,13,2
home-red,51+,FALSE,14,1
