state,splitting_variable,censored,state_duration,count
home-green,age_0-50,FALSE,1,30
home-green,age_0-50,FALSE,2,41
home-green,age_0-50,FALSE,3,32
home-green,age_0-50,FALSE,4,44
home-green,age_0-50,FALSE,5,32
home-green,age_0-50,FALSE,6,39
home-green,age_0-50,FALSE,7,46
home-green,age_0-50,FALSE,8,70
home-green,age_0-50,FALSE,9,53
home-green,age_0-50,FALSE,10,50
home-green,age_0-50,FALSE,11,36
home-green,age_0-50,FALSE,12,50
home-green,age_0-50,FALSE,13,67
home-green,age_0-50,FALSE,14,411
home-green,age_0-50,FALSE,15,125
home-green,age_0-50,FALSE,16,67
home-green,age_0-50,FALSE,17,58
home-green,age_0-50,FALSE,18,29
home-green,age_0-50,FALSE,19,17
home-green,age_0-50,FALSE,20,20
home-green,age_0-50,FALSE,21,13
home-green,age_0-50,FALSE,22,16
home-green,age_0-50,FALSE,23,4
home-green,age_0-50,FALSE,24,5
home-green,age_0-50,FALSE,25,5
home-green,age_0-50,FALSE,26,1
home-green,age_0-50,FALSE,27,3
home-green,age_0-50,FALSE,28,3
home-green,age_0-50,FALSE,29,2
home-green,age_0-50,FALSE,30,1
home-green,age_0-50,FALSE,33,1
home-green,age_51+,FALSE,1,24
home-green,age_51+,FALSE,2,31
home-green,age_51+,FALSE,3,26
home-green,age_51+,FALSE,4,28
home-green,age_51+,FALSE,5,32
home-green,age_51+,FALSE,6,28
home-green,age_51+,FALSE,7,33
home-green,age_51+,FALSE,8,24
home-green,age_51+,FALSE,9,23
home-green,age_51+,FALSE,10,33
home-green,age_51+,FALSE,11,24
home-green,age_51+,FALSE,12,22
home-green,age_51+,FALSE,13,26
home-green,age_51+,FALSE,14,112
home-green,age_51+,FALSE,15,39
home-green,age_51+,FALSE,16,30
home-green,age_51+,FALSE,17,26
home-green,age_51+,FALSE,18,12
home-green,age_51+,FALSE,19,15
home-green,age_51+,FALSE,20,11
home-green,age_51+,FALSE,21,3
home-green,age_51+,FALSE,22,2
home-green,age_51+,FALSE,23,5
home-green,age_51+,FALSE,24,2
home-green,age_51+,FALSE,26,3
home-green,age_51+,FALSE,27,1
home-green,age_51+,FALSE,31,1
home-green,age_51+,FALSE,35,1
home-green,age_0-50,TRUE,2,6
home-green,age_0-50,TRUE,3,3
home-green,age_0-50,TRUE,4,8
home-green,age_0-50,TRUE,5,9
home-green,age_0-50,TRUE,6,7
home-green,age_0-50,TRUE,7,14
home-green,age_0-50,TRUE,8,5
home-green,age_0-50,TRUE,9,14
home-green,age_0-50,TRUE,10,11
home-green,age_0-50,TRUE,11,3
home-green,age_0-50,TRUE,12,10
home-green,age_0-50,TRUE,13,10
home-green,age_0-50,TRUE,14,9
home-green,age_0-50,TRUE,15,1
home-green,age_0-50,TRUE,16,4
home-green,age_0-50,TRUE,17,1
home-green,age_0-50,TRUE,18,3
home-green,age_0-50,TRUE,19,2
home-green,age_0-50,TRUE,21,4
home-green,age_0-50,TRUE,22,6
home-green,age_0-50,TRUE,23,1
home-green,age_0-50,TRUE,24,3
home-green,age_0-50,TRUE,25,2
home-green,age_0-50,TRUE,27,2
home-green,age_0-50,TRUE,28,2
home-green,age_0-50,TRUE,29,4
home-green,age_0-50,TRUE,30,1
home-green,age_0-50,TRUE,31,2
home-green,age_0-50,TRUE,32,1
home-green,age_0-50,TRUE,33,1
home-green,age_0-50,TRUE,34,1
home-green,age_0-50,TRUE,43,1
home-green,age_51+,TRUE,1,1
home-green,age_51+,TRUE,2,3
home-green,age_51+,TRUE,3,1
home-green,age_51+,TRUE,4,6
home-green,age_51+,TRUE,5,4
home-green,age_51+,TRUE,6,4
home-green,age_51+,TRUE,7,3
home-green,age_51+,TRUE,8,4
home-green,age_51+,TRUE,9,8
home-green,age_51+,TRUE,10,3
home-green,age_51+,TRUE,11,4
home-green,age_51+,TRUE,12,2
home-green,age_51+,TRUE,13,1
home-green,age_51+,TRUE,14,1
home-green,age_51+,TRUE,15,3
home-green,age_51+,TRUE,16,1
home-green,age_51+,TRUE,17,2
home-green,age_51+,TRUE,18,4
home-green,age_51+,TRUE,21,2
home-green,age_51+,TRUE,22,2
home-green,age_51+,TRUE,23,1
home-green,age_51+,TRUE,24,2
home-green,age_51+,TRUE,25,1
home-green,age_51+,TRUE,27,1
home-green,age_51+,TRUE,30,1
home-green,age_51+,TRUE,33,2
home-red,age_0-50,FALSE,1,93
home-red,age_0-50,FALSE,2,78
home-red,age_0-50,FALSE,3,59
home-red,age_0-50,FALSE,4,58
home-red,age_0-50,FALSE,5,46
home-red,age_0-50,FALSE,6,28
home-red,age_0-50,FALSE,7,19
home-red,age_0-50,FALSE,8,15
