state,age_group_simple,censored,state_duration,count
home-green,0-50,FALSE,1,22
home-green,0-50,FALSE,2,35
home-green,0-50,FALSE,3,27
home-green,0-50,FALSE,4,41
home-green,0-50,FALSE,5,30
home-green,0-50,FALSE,6,26
home-green,0-50,FALSE,7,32
home-green,0-50,FALSE,8,56
home-green,0-50,FALSE,9,33
home-green,0-50,FALSE,10,32
home-green,0-50,FALSE,11,26
home-green,0-50,FALSE,12,31
home-green,0-50,FALSE,13,34
home-green,0-50,FALSE,14,232
home-green,0-50,FALSE,15,89
home-green,0-50,FALSE,16,43
home-green,0-50,FALSE,17,29
home-green,0-50,FALSE,18,17
home-green,0-50,FALSE,19,9
home-green,0-50,FALSE,20,6
home-green,0-50,FALSE,21,3
home-green,0-50,FALSE,22,7
home-green,0-50,FALSE,23,1
home-green,0-50,FALSE,26,1
home-green,0-50,FALSE,27,1
home-green,0-50,FALSE,28,1
home-green,0-50,FALSE,30,1
home-green,51+,FALSE,1,18
home-green,51+,FALSE,2,27
home-green,51+,FALSE,3,19
home-green,51+,FALSE,4,21
home-green,51+,FALSE,5,21
home-green,51+,FALSE,6,18
home-green,51+,FALSE,7,24
home-green,51+,FALSE,8,21
home-green,51+,FALSE,9,16
home-green,51+,FALSE,10,17
home-green,51+,FALSE,11,17
home-green,51+,FALSE,12,14
home-green,51+,FALSE,13,13
home-green,51+,FALSE,14,65
home-green,51+,FALSE,15,29
home-green,51+,FALSE,16,17
home-green,51+,FALSE,17,16
home-green,51+,FALSE,18,4
home-green,51+,FALSE,19,8
home-green,51+,FALSE,20,6
home-green,51+,FALSE,21,1
home-green,51+,FALSE,22,1
home-green,51+,FALSE,23,2
home-green,51+,FALSE,24,1
home-green,0-50,TRUE,1,15
home-green,0-50,TRUE,2,13
home-green,0-50,TRUE,3,10
home-green,0-50,TRUE,4,27
home-green,0-50,TRUE,5,32
home-green,0-50,TRUE,6,28
home-green,0-50,TRUE,7,27
home-green,0-50,TRUE,8,18
home-green,0-50,TRUE,9,53
home-green,0-50,TRUE,10,54
home-green,0-50,TRUE,11,43
home-green,0-50,TRUE,12,55
home-green,0-50,TRUE,13,44
home-green,0-50,TRUE,14,24
home-green,0-50,TRUE,15,12
home-green,0-50,TRUE,16,17
home-green,0-50,TRUE,17,9
home-green,0-50,TRUE,18,6
home-green,0-50,TRUE,19,6
home-green,0-50,TRUE,20,6
home-green,0-50,TRUE,21,1
home-green,0-50,TRUE,22,1
home-green,0-50,TRUE,23,3
home-green,0-50,TRUE,24,2
home-green,0-50,TRUE,25,1
home-green,0-50,TRUE,26,1
home-green,0-50,TRUE,30,1
home-green,0-50,TRUE,31,1
home-green,51+,TRUE,1,4
home-green,51+,TRUE,2,7
home-green,51+,TRUE,3,11
home-green,51+,TRUE,4,13
home-green,51+,TRUE,5,16
home-green,51+,TRUE,6,14
home-green,51+,TRUE,7,7
home-green,51+,TRUE,8,6
home-green,51+,TRUE,9,25
home-green,51+,TRUE,10,20
home-green,51+,TRUE,11,14
home-green,51+,TRUE,12,16
home-green,51+,TRUE,13,15
home-green,51+,TRUE,14,11
home-green,51+,TRUE,15,4
home-green,51+,TRUE,16,5
home-green,51+,TRUE,17,6
home-green,51+,TRUE,18,2
home-green,51+,TRUE,19,1
home-green,51+,TRUE,20,1
home-green,51+,TRUE,21,2
home-green,51+,TRUE,22,1
home-green,51+,TRUE,23,1
home-green,51+,TRUE,25,2
home-green,51+,TRUE,31,1
home-red,0-50,FALSE,1,72
home-red,0-50,FALSE,2,63
home-red,0-50,FALSE,3,53
home-red,0-50,FALSE,4,51
home-red,0-50,FALSE,5,41
home-red,0-50,FALSE,6,23
home-red,0-50,FALSE,7,16
home-red,0-50,FALSE,8,10
home-red,0-50,FALSE,9,12
home-red,0-50,FALSE,10,9
home-red,0-50,FALSE,11,4
home-red,0-50,FALSE,13,3
home-red,0-50,FALSE,14,1
home-red,0-50,FALSE,15,1
home-red,0-50,FALSE,19,1
home-red,0-50,FALSE,20,1
home-red,51+,FALSE,1,40
home-red,51+,FALSE,2,45
home-red,51+,FALSE,3,51
home-red,51+,FALSE,4,32
home-red,51+,FALSE,5,20
home-red,51+,FALSE,6,14
