state,age_group_simple,censored,state_duration,count
home,0-50,FALSE,1,1
home,0-50,FALSE,3,3
home,0-50,FALSE,4,8
home,0-50,FALSE,5,5
home,0-50,FALSE,6,4
home,0-50,FALSE,7,3
home,0-50,FALSE,8,18
home,0-50,FALSE,9,1
home,0-50,FALSE,10,9
home,0-50,FALSE,11,10
home,0-50,FALSE,12,21
home,0-50,FALSE,13,23
home,0-50,FALSE,14,222
home,0-50,FALSE,15,76
home,0-50,FALSE,16,49
home,0-50,FALSE,17,36
home,0-50,FALSE,18,27
home,0-50,FALSE,19,15
home,0-50,FALSE,20,17
home,0-50,FALSE,21,3
home,0-50,FALSE,22,9
home,0-50,FALSE,23,4
home,0-50,FALSE,25,1
home,0-50,FALSE,26,1
home,0-50,FALSE,27,2
home,51+,FALSE,1,7
home,51+,FALSE,2,7
home,51+,FALSE,3,6
home,51+,FALSE,4,5
home,51+,FALSE,5,4
home,51+,FALSE,6,5
home,51+,FALSE,7,4
home,51+,FALSE,8,10
home,51+,FALSE,9,3
home,51+,FALSE,10,2
home,51+,FALSE,11,4
home,51+,FALSE,12,6
home,51+,FALSE,13,12
home,51+,FALSE,14,84
home,51+,FALSE,15,20
home,51+,FALSE,16,21
home,51+,FALSE,17,23
home,51+,FALSE,18,9
home,51+,FALSE,19,7
home,51+,FALSE,20,18
home,51+,FALSE,21,2
home,51+,FALSE,22,2
home,51+,FALSE,23,3
home,51+,FALSE,24,2
home,51+,FALSE,25,1
home,51+,FALSE,26,1
home,51+,FALSE,32,1
home,0-50,TRUE,1,1
home,0-50,TRUE,2,4
home,0-50,TRUE,3,21
home,0-50,TRUE,4,22
home,0-50,TRUE,5,21
home,0-50,TRUE,6,14
home,0-50,TRUE,7,56
home,0-50,TRUE,8,55
home,0-50,TRUE,9,55
home,0-50,TRUE,10,60
home,0-50,TRUE,11,49
home,0-50,TRUE,12,47
home,0-50,TRUE,13,31
home,0-50,TRUE,14,65
home,0-50,TRUE,15,42
home,0-50,TRUE,16,15
home,0-50,TRUE,17,17
home,0-50,TRUE,18,13
home,0-50,TRUE,19,4
home,0-50,TRUE,20,2
home,0-50,TRUE,21,10
home,0-50,TRUE,22,3
home,0-50,TRUE,23,3
home,0-50,TRUE,24,9
home,0-50,TRUE,25,1
home,0-50,TRUE,26,1
home,0-50,TRUE,27,2
home,51+,TRUE,1,4
home,51+,TRUE,2,5
home,51+,TRUE,3,5
home,51+,TRUE,4,11
home,51+,TRUE,5,7
home,51+,TRUE,6,11
home,51+,TRUE,7,30
home,51+,TRUE,8,21
home,51+,TRUE,9,12
home,51+,TRUE,10,22
home,51+,TRUE,11,20
home,51+,TRUE,12,12
home,51+,TRUE,13,10
home,51+,TRUE,14,25
home,51+,TRUE,15,18
home,51+,TRUE,16,14
home,51+,TRUE,17,6
home,51+,TRUE,18,8
home,51+,TRUE,19,6
home,51+,TRUE,20,3
home,51+,TRUE,21,2
home,51+,TRUE,22,4
home,51+,TRUE,23,1
home,51+,TRUE,24,4
home,51+,TRUE,25,1
home,51+,TRUE,27,2
inpatient_ward,0-50,FALSE,1,4
inpatient_ward,0-50,FALSE,2,1
inpatient_ward,0-50,FALSE,3,2
inpatient_ward,0-50,FALSE,4,2
inpatient_ward,0-50,FALSE,5,2
inpatient_ward,51+,FALSE,1,13
inpatient_ward,51+,FALSE,2,5
inpatient_ward,51+,FALSE,3,11
inpatient_ward,51+,FALSE,4,3
inpatient_ward,51+,FALSE,5,4
inpatient_ward,51+,FALSE,6,2
inpatient_ward,51+,FALSE,7,3
inpatient_ward,51+,FALSE,8,4
inpatient_ward,51+,FALSE,11,1
inpatient_ward,51+,FALSE,12,1
inpatient_ward,51+,FALSE,15,1
inpatient_ward,0-50,TRUE,1,1
inpatient_ward,51+,TRUE,1,3
inpatient_ward,51+,TRUE,2,3
inpatient_ward,51+,TRUE,3,4
inpatient_ward,51+,TRUE,4,2
inpatient_ward,51+,TRUE,7,1
inpatient_ward,51+,TRUE,8,1
inpatient_ward,51+,TRUE,11,2
inpatient_ward,51+,TRUE,12,2
inpatient_ward,51+,TRUE,13,6
inpatient_ward,51+,TRUE,16,2
inpatient_ward,51+,TRUE,19,1
intensive_care_unit,0-50,FALSE,2,1
intensive_care_unit,0-50,FALSE,10,1
intensive_care_unit,51+,FALSE,1,4
intensive_care_unit,51+,FALSE,3,2
intensive_care_unit,51+,FALSE,4,1
intensive_care_unit,51+,FALSE,7,1
intensive_care_unit,51+,FALSE,11,1
intensive_care_unit,51+,FALSE,13,1
intensive_care_unit,51+,FALSE,16,1
intensive_care_unit,51+,TRUE,1,1
intensive_care_unit,51+,TRUE,2,1
intensive_care_unit,51+,TRUE,4,1
intensive_care_unit,51+,TRUE,5,1
intensive_care_unit,51+,TRUE,9,1
intensive_care_unit,51+,TRUE,11,1
intensive_care_unit,51+,TRUE,13,1
intensive_care_unit,51+,TRUE,15,1
intensive_care_unit,51+,TRUE,16,1
