state,splitting_variable,censored,state_duration,count
home-green,age_0-50,FALSE,1,25
home-green,age_0-50,FALSE,2,37
home-green,age_0-50,FALSE,3,29
home-green,age_0-50,FALSE,4,42
home-green,age_0-50,FALSE,5,30
home-green,age_0-50,FALSE,6,31
home-green,age_0-50,FALSE,7,36
home-green,age_0-50,FALSE,8,58
home-green,age_0-50,FALSE,9,41
home-green,age_0-50,FALSE,10,36
home-green,age_0-50,FALSE,11,32
home-green,age_0-50,FALSE,12,37
home-green,age_0-50,FALSE,13,48
home-green,age_0-50,FALSE,14,287
home-green,age_0-50,FALSE,15,102
home-green,age_0-50,FALSE,16,48
home-green,age_0-50,FALSE,17,37
home-green,age_0-50,FALSE,18,21
home-green,age_0-50,FALSE,19,10
home-green,age_0-50,FALSE,20,9
home-green,age_0-50,FALSE,21,5
home-green,age_0-50,FALSE,22,9
home-green,age_0-50,FALSE,23,2
home-green,age_0-50,FALSE,24,1
home-green,age_0-50,FALSE,25,1
home-green,age_0-50,FALSE,26,1
home-green,age_0-50,FALSE,27,1
home-green,age_0-50,FALSE,28,2
home-green,age_0-50,FALSE,29,1
home-green,age_0-50,FALSE,30,1
home-green,age_51+,FALSE,1,20
home-green,age_51+,FALSE,2,27
home-green,age_51+,FALSE,3,24
home-green,age_51+,FALSE,4,23
home-green,age_51+,FALSE,5,25
home-green,age_51+,FALSE,6,23
home-green,age_51+,FALSE,7,27
home-green,age_51+,FALSE,8,21
home-green,age_51+,FALSE,9,17
home-green,age_51+,FALSE,10,22
home-green,age_51+,FALSE,11,21
home-green,age_51+,FALSE,12,17
home-green,age_51+,FALSE,13,16
home-green,age_51+,FALSE,14,80
home-green,age_51+,FALSE,15,32
home-green,age_51+,FALSE,16,20
home-green,age_51+,FALSE,17,19
home-green,age_51+,FALSE,18,6
home-green,age_51+,FALSE,19,8
home-green,age_51+,FALSE,20,6
home-green,age_51+,FALSE,21,2
home-green,age_51+,FALSE,22,1
home-green,age_51+,FALSE,23,2
home-green,age_51+,FALSE,24,1
home-green,age_51+,FALSE,27,1
home-green,age_51+,FALSE,31,1
home-green,age_0-50,TRUE,1,10
home-green,age_0-50,TRUE,2,9
home-green,age_0-50,TRUE,3,12
home-green,age_0-50,TRUE,4,19
home-green,age_0-50,TRUE,5,20
home-green,age_0-50,TRUE,6,10
home-green,age_0-50,TRUE,7,27
home-green,age_0-50,TRUE,8,25
home-green,age_0-50,TRUE,9,25
home-green,age_0-50,TRUE,10,26
home-green,age_0-50,TRUE,11,11
home-green,age_0-50,TRUE,12,49
home-green,age_0-50,TRUE,13,45
home-green,age_0-50,TRUE,14,30
home-green,age_0-50,TRUE,15,27
home-green,age_0-50,TRUE,16,13
home-green,age_0-50,TRUE,17,9
home-green,age_0-50,TRUE,18,7
home-green,age_0-50,TRUE,19,10
home-green,age_0-50,TRUE,20,6
home-green,age_0-50,TRUE,21,4
home-green,age_0-50,TRUE,22,4
home-green,age_0-50,TRUE,23,3
home-green,age_0-50,TRUE,24,1
home-green,age_0-50,TRUE,25,1
home-green,age_0-50,TRUE,27,1
home-green,age_0-50,TRUE,28,1
home-green,age_0-50,TRUE,33,1
home-green,age_0-50,TRUE,34,1
home-green,age_51+,TRUE,1,5
home-green,age_51+,TRUE,2,8
home-green,age_51+,TRUE,3,3
home-green,age_51+,TRUE,4,5
home-green,age_51+,TRUE,5,6
home-green,age_51+,TRUE,6,10
home-green,age_51+,TRUE,7,12
home-green,age_51+,TRUE,8,11
home-green,age_51+,TRUE,9,12
home-green,age_51+,TRUE,10,7
home-green,age_51+,TRUE,11,2
home-green,age_51+,TRUE,12,21
home-green,age_51+,TRUE,13,14
home-green,age_51+,TRUE,14,12
home-green,age_51+,TRUE,15,9
home-green,age_51+,TRUE,16,7
home-green,age_51+,TRUE,17,4
home-green,age_51+,TRUE,18,3
home-green,age_51+,TRUE,19,5
home-green,age_51+,TRUE,20,4
home-green,age_51+,TRUE,21,1
home-green,age_51+,TRUE,24,2
home-green,age_51+,TRUE,25,1
home-green,age_51+,TRUE,26,1
home-green,age_51+,TRUE,28,1
home-red,age_0-50,FALSE,1,75
home-red,age_0-50,FALSE,2,67
home-red,age_0-50,FALSE,3,57
home-red,age_0-50,FALSE,4,54
home-red,age_0-50,FALSE,5,43
home-red,age_0-50,FALSE,6,27
home-red,age_0-50,FALSE,7,17
home-red,age_0-50,FALSE,8,11
home-red,age_0-50,FALSE,9,13
home-red,age_0-50,FALSE,10,8
home-red,age_0-50,FALSE,11,6
home-red,age_0-50,FALSE,13,3
home-red,age_0-50,FALSE,14,2
home-red,age_0-50,FALSE,15,1
home-red,age_0-50,FALSE,19,2
home-red,age_0-50,FALSE,20,1
home-red,age_51+,FALSE,1,44
home-red,age_51+,FALSE,2,50
home-red,age_51+,FALSE,3,54
home-red,age_51+,FALSE,4,35
home-red,age_51+,FALSE,5,24
home-red,age_51+,FALSE,6,15
home-red,age_51+,FALSE,7,11
home-red,age_51+,FALSE,8,17
home-red,age_51+,FALSE,9,8
home-red,age_51+,FALSE,10,6
home-red,age_51+,FALSE,11,7
home-red,age_51+,FALSE,12,3
home-red,age_51+,FALSE,13,2
home-red,age_51+,FALSE,14,1
home-red,age_51+,FALSE,15,1
home-red,age_51+,FALSE,16,2
home-red,age_51+,FALSE,17,2
home-red,age_51+,FALSE,18,1
home-red,age_0-50,TRUE,1,6
home-red,age_0-50,TRUE,2,5
home-red,age_0-50,TRUE,3,1
home-red,age_0-50,TRUE,4,1
home-red,age_0-50,TRUE,5,2
home-red,age_0-50,TRUE,6,1
home-red,age_0-50,TRUE,7,3
home-red,age_0-50,TRUE,8,1
home-red,age_0-50,TRUE,9,1
