state,splitting_variable,censored,state_duration,count
home-green,age_0-50,FALSE,1,28
home-green,age_0-50,FALSE,2,40
home-green,age_0-50,FALSE,3,30
home-green,age_0-50,FALSE,4,43
home-green,age_0-50,FALSE,5,32
home-green,age_0-50,FALSE,6,33
home-green,age_0-50,FALSE,7,40
home-green,age_0-50,FALSE,8,64
home-green,age_0-50,FALSE,9,50
home-green,age_0-50,FALSE,10,47
home-green,age_0-50,FALSE,11,34
home-green,age_0-50,FALSE,12,42
home-green,age_0-50,FALSE,13,59
home-green,age_0-50,FALSE,14,363
home-green,age_0-50,FALSE,15,119
home-green,age_0-50,FALSE,16,60
home-green,age_0-50,FALSE,17,50
home-green,age_0-50,FALSE,18,27
home-green,age_0-50,FALSE,19,13
home-green,age_0-50,FALSE,20,14
home-green,age_0-50,FALSE,21,8
home-green,age_0-50,FALSE,22,12
home-green,age_0-50,FALSE,23,4
home-green,age_0-50,FALSE,24,3
home-green,age_0-50,FALSE,25,1
home-green,age_0-50,FALSE,26,1
home-green,age_0-50,FALSE,27,2
home-green,age_0-50,FALSE,28,2
home-green,age_0-50,FALSE,29,2
home-green,age_0-50,FALSE,30,1
home-green,age_0-50,FALSE,33,1
home-green,age_51+,FALSE,1,21
home-green,age_51+,FALSE,2,28
home-green,age_51+,FALSE,3,24
home-green,age_51+,FALSE,4,25
home-green,age_51+,FALSE,5,27
home-green,age_51+,FALSE,6,26
home-green,age_51+,FALSE,7,29
home-green,age_51+,FALSE,8,23
home-green,age_51+,FALSE,9,20
home-green,age_51+,FALSE,10,28
home-green,age_51+,FALSE,11,23
home-green,age_51+,FALSE,12,18
home-green,age_51+,FALSE,13,21
home-green,age_51+,FALSE,14,100
home-green,age_51+,FALSE,15,39
home-green,age_51+,FALSE,16,27
home-green,age_51+,FALSE,17,21
home-green,age_51+,FALSE,18,8
home-green,age_51+,FALSE,19,12
home-green,age_51+,FALSE,20,9
home-green,age_51+,FALSE,21,3
home-green,age_51+,FALSE,22,2
home-green,age_51+,FALSE,23,5
home-green,age_51+,FALSE,24,1
home-green,age_51+,FALSE,26,2
home-green,age_51+,FALSE,27,1
home-green,age_51+,FALSE,31,1
home-green,age_51+,FALSE,46,1
home-green,age_51+,FALSE,62,1
home-green,age_0-50,TRUE,1,9
home-green,age_0-50,TRUE,2,13
home-green,age_0-50,TRUE,3,7
home-green,age_0-50,TRUE,4,17
home-green,age_0-50,TRUE,5,17
home-green,age_0-50,TRUE,6,9
home-green,age_0-50,TRUE,7,12
home-green,age_0-50,TRUE,8,18
home-green,age_0-50,TRUE,9,15
home-green,age_0-50,TRUE,10,4
home-green,age_0-50,TRUE,11,21
home-green,age_0-50,TRUE,12,17
home-green,age_0-50,TRUE,13,23
home-green,age_0-50,TRUE,14,15
home-green,age_0-50,TRUE,15,3
home-green,age_0-50,TRUE,16,14
home-green,age_0-50,TRUE,17,12
home-green,age_0-50,TRUE,18,5
home-green,age_0-50,TRUE,19,8
home-green,age_0-50,TRUE,20,2
home-green,age_0-50,TRUE,21,3
home-green,age_0-50,TRUE,22,4
home-green,age_0-50,TRUE,23,3
home-green,age_0-50,TRUE,24,4
home-green,age_0-50,TRUE,25,2
home-green,age_0-50,TRUE,26,3
home-green,age_0-50,TRUE,27,1
home-green,age_0-50,TRUE,28,1
home-green,age_0-50,TRUE,29,1
home-green,age_0-50,TRUE,38,1
home-green,age_51+,TRUE,1,5
home-green,age_51+,TRUE,2,9
home-green,age_51+,TRUE,3,7
home-green,age_51+,TRUE,4,13
home-green,age_51+,TRUE,5,6
home-green,age_51+,TRUE,6,7
home-green,age_51+,TRUE,7,2
home-green,age_51+,TRUE,8,3
home-green,age_51+,TRUE,9,3
home-green,age_51+,TRUE,10,8
home-green,age_51+,TRUE,11,9
home-green,age_51+,TRUE,12,7
home-green,age_51+,TRUE,13,6
home-green,age_51+,TRUE,14,3
home-green,age_51+,TRUE,15,1
home-green,age_51+,TRUE,16,8
home-green,age_51+,TRUE,17,7
home-green,age_51+,TRUE,18,1
home-green,age_51+,TRUE,19,5
home-green,age_51+,TRUE,20,3
home-green,age_51+,TRUE,21,1
home-green,age_51+,TRUE,22,1
home-green,age_51+,TRUE,23,1
home-green,age_51+,TRUE,25,1
home-green,age_51+,TRUE,28,2
home-green,age_51+,TRUE,32,1
home-red,age_0-50,FALSE,1,83
home-red,age_0-50,FALSE,2,76
home-red,age_0-50,FALSE,3,58
home-red,age_0-50,FALSE,4,55
home-red,age_0-50,FALSE,5,44
home-red,age_0-50,FALSE,6,27
home-red,age_0-50,FALSE,7,19
home-red,age_0-50,FALSE,8,13
home-red,age_0-50,FALSE,9,14
home-red,age_0-50,FALSE,10,9
home-red,age_0-50,FALSE,11,8
home-red,age_0-50,FALSE,13,3
home-red,age_0-50,FALSE,14,2
home-red,age_0-50,FALSE,15,2
home-red,age_0-50,FALSE,17,1
home-red,age_0-50,FALSE,19,2
home-red,age_0-50,FALSE,20,1
home-red,age_51+,FALSE,1,52
home-red,age_51+,FALSE,2,53
home-red,age_51+,FALSE,3,56
home-red,age_51+,FALSE,4,39
home-red,age_51+,FALSE,5,29
home-red,age_51+,FALSE,6,15
home-red,age_51+,FALSE,7,14
home-red,age_51+,FALSE,8,19
home-red,age_51+,FALSE,9,8
home-red,age_51+,FALSE,10,7
home-red,age_51+,FALSE,11,7
home-red,age_51+,FALSE,12,3
home-red,age_51+,FALSE,13,3
home-red,age_51+,FALSE,14,1
home-red,age_51+,FALSE,15,1
home-red,age_51+,FALSE,16,2
home-red,age_51+,FALSE,17,2
home-red,age_51+,FALSE,18,1
home-red,age_0-50,TRUE,1,4
home-red,age_0-50,TRUE,2,2
home-red,age_0-50,TRUE,3,3
home-red,age_0-50,TRUE,4,2
home-red,age_0-50,TRUE,5,2
home-red,age_0-50,TRUE,6,1
home-red,age_0-50,TRUE,9,1
